Reg#,Name,Father,Address,Date of Birth,lastDeg,Reg Date,Reg Status,Deg Status
186,Shehnaz Zabir Kamal Niazi,Zabir Kamal Niazi,h no. 822 s#  65 Jalsa gha Noshera,15-12-79,MS,9-8-02,A,C
187,Furqan Minhas,Hafiz Abdul Mannan Minhas,Ho. No. 368 St. no. 60 Afindi road Psh,15-8-79,M.Sc,12-8-02,A,C
188,Imran Sonil,Sonil AAqil,H No. 683 St. #  56 Karimabad Haripur,17-4-79,MS,15-8-02,A,C
189,Rehana Haq,Amer Haq,Ho. no. 997 S No. 19 Afridi block Psh,17-5-79,M.Sc,18-8-02,A,C
190,Amjad Rizwan Awan,Badar Awan,h#  544 Street No. 14 Industrial estate PSH,19-1-78,M.Phil,22-8-02,A,C
191,Sheikh Saroor Namani,Taimor Ghani Namani,House # 859 st. # 10  Ramzania Mardan,20-10-78,BE,25-8-02,A,C
192,Nabeera Mouhammad Sageer Kiyyani,Mouhammad Sageer Kiyyani,H# 173 st. # 5  University coloney PSH,22-10-78,M.Phil,28-8-02,A,C
193,Syed Nazeer Namani,Sh. Zulfiqar Namani,house # 720 S# 68  Afridi block peshawar,22-6-78,BE,2-8-02,A,C
194,Asfia Saroor,Saroor Ayyaz,House No.34 Street # 63  Niazi town Gilgit,24-3-80,BS,6-8-02,A,C
195,Saroor Qureshi,Ajmal Qureshi,Ho. # 349 Street # 59  Afindi road psh,24-3-80,MSc,9-8-02,A,C
196,Shan Kazmi,Shakir Faizan Kazmi,house no.663 s# 54  Mutian wala Mansehra,26-12-80,BS,12-8-02,A,C
197,Asma Qureshi,Rahmat Ubaid Qureshi,ho. #  210 St. no. 17 Hamdarad road Gilgit,29-8-80,MSc,15-8-02,A,C
198,Sabir Ismaili,Agha Sarwar Ismaili,Ho. No. 525 street #  13 Industrial estate Psh,29-9-79,M.Sc,19-8-02,A,C
199,Mazhar Baqir,Baqir Muazzum,H No. 839 S No. 8 Cement factory coloney Haripur,2-5-79,MS,22-8-02,A,C
