Reg#,Name,Father,Address,Date of Birth,lastDeg,Reg Date,Reg Status,Deg Status
1871,Annan Suleman,Suleman Zaran,H No.72 St. # 65  Cement factory coloney Abbotabad,23-4-81,HSSC,1-8-00,A,C
1872,Umar Muneer,Muneer AAdil,Ho. no.386 S No.28   Haripur,25-5-81,A level,4-8-00,A,C
1873,Firdous Sherazi,Rasheed Sherazi,h# 701 Street No.23  Lane 3 Khybar road PSH,25-1-80,A-Level,8-8-00,A,C
1874,Mouhammad Akram Namani,Karam Arif Namani,House # 247 st. # 19  Bakra mandi Attock,27-10-80,FSc,11-8-00,A,C
1875,Baber Nadir Sherazi,Zameer Abdur Rahman Sherazi,H# 562 st. # 82  Jalabad Mardan,27-10-80,A-Level,14-8-00,A,C
1876,Irum Qureshi,Momd. Bakht Qureshi,house #  876 S#  77 University coloney peshawar,1-6-80,FSc,17-8-00,A,C
1877,Yusaf Yosaf,Yosaf Talha,House No. 423 Street #  73 Lohi pura Mansehra,1-3-82,F.Sc.,21-8-00,A,C
1878,Riffat Pervaiz Usmani,Pervaiz Usmani,Ho. #  738 Street #  68 Industrial estate psh,3-3-82,Fsc,24-8-00,A,C
1879,Raja Athar Ismaili,Abdul Qadeer Ismaili,house no. 52 s#  31 Afindi road Peshawar,5-12-82,F.Sc.,27-8-00,A,C
1880,Nawabzada Saroor Hussaini,Bulbul Osama Hussaini,ho. #  599 St. no. 26 Dehri Mansehra,5-8-82,Fsc,1-8-00,A,C
1881,Hala Rana Shahid Ismaili,Rana Shahid Ismaili,Ho. No. 913 St. no. 22 Lane 3 Khybar road Psh,7-8-81,A level,5-8-00,A,C
1882,Affan Abdul Malik,Abdul Malik Muneer,H No.228 S No.17  Cantt. road Abbotabad,8-5-81,HSSC,8-8-00,A,C
1883,Junaid Sameer,Sameer Furqan,Ho. no.542 Street No.80  Landi Haripur,10-1-81,A level,11-8-00,A,C
1884,Huda Paracha,Muamar Paracha,h no.89 St. No.76  University coloney PESHAWAR,10-2-81,HSSC,14-8-00,A,C
1885,Abid Zaidi,Rizwan Mustansar Zaidi,House # 404 st. # 71  Shakrial Attock,12-10-80,FSc,18-8-00,A,C
1886,Affan Karam Illahi Sherazi,Raja Noor Sherazi,H# 718 street no.66  Industrial estate PSH,12-7-80,A-Level,21-8-00,A,C
1887,Nirma Zaidi,Sh. Yousaf Zaidi,house # 265 street no.30  Afindi road peshawar,14-7-80,FSc,24-8-00,A,C
1888,Azam Shakir,Shakir Abdul Haseeb,House No. 579 Street #  25 Noorpur Mansehra,15-3-82,F.Sc.,28-8-00,A,C
1889,Zareen Usmani,Rahid Usmani,Ho. #  894 s#  20 Lane 3 Khybar road psh,17-12-82,Fsc,2-8-00,A,C
1890,Yosaf Zarar Kharasani,Hamid Kharasani,house no. 440 s#  16 Industrial estate Peshawar,19-12-82,F.Sc.,5-8-00,A,C
1891,Mujeeb Hussaini,Jabbar Bashir Hussaini,ho. #  755 street #  79 Ramzania Mansehra,19-9-82,Fsc,8-8-00,A,C
1892,Kanwal Hafiz Sameer Laghari,Hafiz Sameer Laghari,Ho. No. 70 S No. 74 Jamurd  town Psh,21-5-81,A level,12-8-00,A,C
1893,Asfar Moeen,Moeen Najum,H No. 616 S No. 70 Bara qabrustan Abbotabad,21-5-81,HSSC,15-8-00,A,C
1894,Zulfiqar Hayyat,Hayyat Anwer,Ho. no.931 St. No.33  Niazi town Haripur,24-2-81,A level,18-8-00,A,C
1895,Reema Karam Pasha,Karam Pasha,h no.245 st. # 28  Afindi road PESHAWAR,24-10-81,HSSC,21-8-00,A,C
1896,Kaleem Noor Haque,Mahtab Abdul Hannan Haque,House # 792 s no.23  Khasra Attock,26-11-80,FSc,25-8-00,A,C
1897,Tabraiz Butt,Mohammed Viqar-ul-Islam Butt,H# 106 street no.19  Lane 3 Khybar road PSH,26-7-80,A-Level,28-8-00,A,C
1898,Fareeha Raja Zil-e-Ali Zaidi,Raja Zil-e-Ali Zaidi,house # 421 Street # 82  Industrial estate peshawar,28-3-80,FSc,2-8-00,A,C
1899,Iqbal Siraj,Siraj Daud,h# 968 St. # 77  Cement factory coloney Attock,28-4-80,A-Level,5-8-00,A,C
1900,Kaneez Fatima Ansary,Abdul Qadeer Ansary,Ho. #  282 s#  73 Jamurd  town psh,2-12-82,Fsc,9-8-00,A,C
1901,Agha Salman Kharasani,Haroon Mustafa Kharasani,house no. 597 street #  68 Mujahid block Sawat,4-9-82,F.Sc.,12-8-00,A,C
1902,Adil Ansary,Shahid Yosaf Ansary,ho. #  911 street #  31 Bakra mandi Mansehra,4-9-82,Fsc,15-8-00,A,C
1903,Mahnoor Kharasani,Agha Arman Kharasani,Ho. No. 458 S No. 27 Hayata Abad Psh,6-5-81,A level,19-8-00,A,C
1904,Shaukat Yousaf,Yousaf Imran,H No. 772 St. No. 22 Kamra chowk Abbotabad,6-2-81,HSSC,22-8-00,A,C
1905,Shahroze Muneer,Muneer Inayyat,Ho. no. 87 St. No. 17 Lohi pura Haripur,8-2-81,A level,25-8-00,A,C
1906,Malika Bhatti,Rizwan Bhatti,h no.634 s no.81  Industrial estate PESHAWAR,9-11-81,HSSC,28-8-00,A,C
1907,Firdous Azam Shah,Sana Ullah Iffan Shah,House # 948 street no.76  Basti Attock,11-7-80,FSc,3-8-00,A,C
1908,Arsalan Pasha,Choudhary Yousaf Pasha,H# 263 street no.71  Jamurd  town PSH,11-7-80,A-Level,6-8-00,A,C
1909,Umme Habiba Shah,Raja Tipu Shah,house # 809 St. # 35  Lane 3 Khybar road peshawar,13-4-80,FSc,9-8-00,A,C
1910,AAqil Nadeem,Nadeem Abid,h# 124 s# 30  Cantt. road Attock,13-12-80,A-Level,12-8-00,A,C
1911,Sultana Abbasi,Hamid Abbasi,Ho. #  439 Street No. 25 Hayata Abad psh,16-1-82,Fsc,16-8-00,A,C
1912,Rai Durrani,Alam Sohail Durrani,house no. 985 street #  20 Bhatta Sawat,18-9-82,F.Sc.,19-8-00,A,C
1913,Ch. Masud Ansary,Sameer Tufail Ansary,ho. #  300 S No. 84 Shakrial Mansehra,18-5-82,Fsc,22-8-00,A,C
1914,Farha Gondal,Mohammad Mujeeb Gondal,House No. 614 S#  79 Industrial estate Peshawar,20-6-82,F.Sc.,25-8-00,A,C
1915,Ramzan Amjad,Amjad Emmad-ud-Din,H No. 161 St. No. 74 Sihaal Abbotabad,20-2-81,HSSC,29-8-00,A,C
1916,Kaleem Satti,AAmer Satti,Ho. no. 475 s no. 70 Jamurd  town Psh,22-11-81,A level,3-8-00,A,C
1917,Eman Haqqie,Mahtab Haqqie,h no.790 s no.33  Lane 3 Khybar road PESHAWAR,23-11-81,HSSC,6-8-00,A,C
1918,Yousaf Satti,Farooq Uhad Satti,House # 337 St. no.28  Malik abad Attock,25-8-80,FSc,10-8-00,A,C
1919,Ahmad Amer Chohan,Mirza Zil-e-Ali Chohan,H# 651 St. # 24  Hayata Abad PSH,25-4-80,A-Level,13-8-00,A,C
1920,Tahira Wajid,Wajid Atif,house # 966 St. # 19  Pind dadu Hasanabdal,27-4-80,FSc,16-8-00,A,C
1921,Abdul Rafay Shabir,Shabir Abdul Qadir,h# 280 Street No.82  Bara qabrustan Attock,27-1-80,A-Level,19-8-00,A,C
1922,Sualeha Abdul kareem Jaffery,Abdul kareem Jaffery,Ho. # 827 street # 78  Lane 6 Mall road psh,29-9-82,Fsc,23-8-00,A,C
1923,Barkat Pervaiz Durrani,Shams-ul-Islam Salim Durrani,house no. 141 st. #  73 Haider road Sawat,3-10-82,F.Sc.,26-8-00,A,C
1924,AAmir Qudoos Jaffery,Arman Anjum Jaffery,ho. #  456 S#  36 Khasra Mansehra,3-6-82,Fsc,29-8-00,A,C
1925,Sonia Sheik Kishwar Khattak,Sheik Kishwar Khattak,House No. 3 St. No. 32 Lane 3 Khybar road Peshawar,5-2-82,F.Sc.,3-8-00,A,C
1926,Qudoos Talha,Talha Raza,H No. 317 s no. 27 Railway line Abbotabad,5-11-81,HSSC,7-8-00,A,C
1927,Mouhammed Muamar Khattak,Faisal Khattak,Ho. no. 632 s no. 22 Hayata Abad Psh,7-11-81,A level,10-8-00,A,C
1928,Mounazza Haqqie,Aun Haqqie,h no. 178 St. no. 86 Jamurd  town PESHAWAR,7-8-81,HSSC,13-8-00,A,C
1929,Qutab Alam Sehti,Nazar Arshad Sehti,Ho. No.493 St. # 81  Mujahid block Abbotabad,10-4-81,A level,16-8-00,A,C
1930,Choudhary Ghazanfar Haqqie,M. Tipu Haqqie,H# 807 St. # 76  Lane 6 Mall road PSH,10-4-80,A-Level,20-8-00,A,C
1931,Roshan Zafar,Zafar Jan,house # 354 Street No.71  Odean chowk Hasanabdal,12-1-80,FSc,23-8-00,A,C
1932,Pervaiz Munir,Munir Arif,h# 669 street # 35  Kamra chowk Attock,12-9-80,A-Level,26-8-00,A,C
1933,Shehzad Baig,Aslam Baig,House # 983 st. # 30  Lane 3 Khybar road peshawar,14-10-80,FSc,29-8-00,A,C
1934,Mouhammed Shaukat Khan,Jabir Shabi Khan,house no.530 S# 25  Chand mari Sawat,16-6-82,F.Sc.,4-8-00,A,C
1935,Abdus Sattar Jaffery,Muhammad Mujeeb Jaffery,ho. #  844 St. No. 21 Hayata Abad psh,17-2-82,Fsc,7-8-00,A,C
1936,Haleema Khan,Syyed Mustansar Khan,House No. 159 Street #  84 Jamurd  town Peshawar,19-3-82,F.Sc.,10-8-00,A,C
1937,Fakhar Islam,Islam AAmer,H No. 473 s no. 79 Purani Taal Abbotabad,19-11-81,HSSC,14-8-00,A,C
1938,Aga Shazil Khattak,Munir Khattak,Ho. no. 20 St. no. 75 City Road Haripur,21-8-81,A level,17-8-00,A,C
1939,Mahpara Wajid,Wajid Aslam,h no. 335 St. no. 38 Kusar coloney Noshera,21-8-81,HSSC,20-8-00,A,C
1940,Furqan Rayyan Kiyyani,Jabir Kiyyani,Ho. No. 649 St. #  33 Jamurd  town Psh,23-4-81,A level,23-8-00,A,C
1941,Rabbi Namani,Masroor Sikandar Namani,H# 196 Street No.29  Bunkhar gali Mardan,24-1-80,A-Level,27-8-00,A,C
1942,Shamima Sherazi,Syed AAqil Sherazi,house # 510 Street No.24  Lane 6 Mall road peshawar,26-1-80,FSc,1-8-00,A,C
1943,Rasheed Qureshi,Momd. Ghazanfar Qureshi,h# 825 st. # 87  Hayata Abad PSH,26-10-80,A-Level,4-8-00,A,C
1944,Safi Nazir,Nazir Munir,House # 371 S# 83  Noorpur Mardan,28-6-80,FSc,7-8-00,A,C
1945,Farrukh Qureshi,Tabraiz Qureshi,house no.686 S# 78  Durre Peshawar,1-6-82,F.Sc.,11-8-00,A,C
1946,Zameer Baqir Ismaili,Rafi Zabir Ismaili,ho. #  1 Street #  73 Malik abad Mansehra,2-3-82,Fsc,14-8-00,A,C
1947,Khola Niazi,Zulfiqar Fakhir Niazi,House No. 547 s no. 36 Nai abadi Gilgit,4-11-82,F.Sc.,17-8-00,A,C
1948,Mujeeb Ibrahim Ismaili,Mouhammed Ayyaz Ismaili,Ho. #  862 s#  32 Jamurd  town psh,4-12-82,Fsc,20-8-00,A,C
1949,Shan Farooq,Farooq Abdul Ahad,Ho. no. 176 St. no. 27 Koral Haripur,6-8-81,A level,24-8-00,A,C
1950,Annum Haqq,Shams Haqq,h no. 723 S No. 22 Lane 6 Mall road PESHAWAR,6-5-81,HSSC,27-8-00,A,C
1951,Pervaiz Ghazanfar Paracha,Osama Paracha,Ho. No. 37 S No. 86 Hayata Abad Psh,8-5-81,A level,1-8-00,A,C
1952,Abdul Qadir Adul Qudoos Haqq,Kabir Fazal Haqq,H# 352 Street No.81  Byaar Mardan,9-1-80,A-Level,5-8-00,A,C
1953,Najia Sherazi,Mouhammad Muazzum Sherazi,house # 899 st. # 76  Durre peshawar,11-10-80,FSc,8-8-00,A,C
1954,Amjad Bashir Zaidi,Sh. Sheharyar Zaidi,h# 213 st. # 72  Lane 6 Mall road PSH,11-10-80,A-Level,11-8-00,A,C
1955,Saleem Shams-ul-Islam,Shams-ul-Islam Saaleh,House # 528 street no.35  Farooqia Mardan,13-7-80,FSc,14-8-00,A,C
1956,Chodhary Mudassir Usmani,Hussain Usmani,house no.842 Street # 30  Khybar road Peshawar,15-3-82,F.Sc.,18-8-00,A,C
1957,Rana Rohail Khanzada,Kamran Abu Bakr Khanzada,ho. # 389 Street # 26  Saidpur road Mansehra,15-3-82,Fsc,21-8-00,A,C
1958,Bilqees Qudoos AAqil Usmani,Qudoos AAqil Usmani,House No. 704 s#  89 Chittian hattian Gilgit,18-12-82,F.Sc.,24-8-00,A,C
1959,Sheik Abdul Najeeb Laghari,Agha Shuja Laghari,Ho. #  18 St. no. 84 Hayata Abad psh,18-8-82,Fsc,27-8-00,A,C
1960,Qamar Khalid,Khalid Naeem,Ho. no. 565 street #  80 Farman block Haripur,20-9-81,A level,2-8-00,A,C
1961,Rizwana Jabir Laghari,Jabir Laghari,h no. 879 S No. 75 Durre PESHAWAR,20-5-81,HSSC,5-8-00,A,C
1962,Emmad-ud-Din Paracha,Masroor Paracha,Ho. No. 194 Street No. 38 Lane 6 Mall road Psh,22-1-81,A level,8-8-00,A,C
1963,Momd. Sahir Haque,Yaar Muhammad Mumtaz Haque,H No. 740 St. No. 33 Basti Haripur,22-2-81,HSSC,11-8-00,A,C
1964,Gul Shk. Rahat Pasha,Shk. Rahat Pasha,house # 55 st. # 29  Khybar road peshawar,25-10-80,FSc,15-8-00,A,C
1965,Ehsan Asfar,Asfar Wajid,h# 370 street no.24  Purani Taal Attock,25-7-80,A-Level,18-8-00,A,C
1966,Suleman Abu Bakr,Abu Bakr Tabraiz,House # 916 street no.87  City Road Mardan,27-7-80,FSc,21-8-00,A,C
1967,Aga Muslim Zaidi,Abdul Hannan Zaidi,house no.231 Street # 83  Bara market Peshawar,27-3-82,F.Sc.,25-8-00,A,C
1968,Emmad Kharasani,Zulfiqar Viqar-ul-Islam Kharasani,ho. # 545 s# 78  Illyas abad Mansehra,29-12-82,Fsc,28-8-00,A,C
1969,Razia Ansary,Sheik Ibraheem Ansary,House No.92 s# 73  Durre Peshawar,2-12-82,F.Sc.,2-8-00,A,C
1970,Khalid Kharasani,Rana Ajmal Kharasani,Ho. #  406 street #  37 Lane 6 Mall road psh,3-9-82,Fsc,5-8-00,A,C
1971,Abdur Rasheed Nazeer,Nazeer Ijaz,Ho. no. 721 S No. 32 Muzafar shah Haripur,5-5-81,A level,9-8-00,A,C
1972,Sualeha Laghari,Osama Laghari,h no. 268 S No. 27 Khybar road PESHAWAR,5-5-81,HSSC,12-8-00,A,C
1973,Sheikh Zahid Bhatti,Kabir Bhatti,Ho. No. 582 St. No. 91 Durre Psh,7-2-81,A level,15-8-00,A,C
1974,Momd. Rashid Shah,Shariq Saeed Shah,H No. 897 st. #  86 Malik abad Haripur,7-10-81,HSSC,18-8-00,A,C
1975,Ayesha Mirza Sheharyar Pasha,Mirza Sheharyar Pasha,house #  211 s no. 81 Bara market peshawar,9-11-80,FSc,22-8-00,A,C
1976,Zarar Abdul Malik,Abdul Malik Rai,h# 758 street no.77  Karki Attock,10-7-80,A-Level,25-8-00,A,C
1977,Yawar Muaz,Muaz Husain,House # 72 Street # 40  Koral Mardan,12-3-80,FSc,28-8-00,A,C
1978,Ghosia Zubair Abbasi,Zubair Abbasi,H# 387 St. # 35  Lane 6 Mall road PSH,12-4-80,A-Level,2-8-00,A,C
1979,Rasheed Zeeshan Butt,Qudoos Abdul kareem Butt,ho. # 934 s# 31  Saat meel Mansehra,14-12-82,Fsc,6-8-00,A,C
1980,Iffat Ansary,Aga Farzan Ansary,House No.248 street # 26  Khybar road Peshawar,16-9-82,F.Sc.,9-8-00,A,C
1981,Alam Gondal,Sheik Khalid Gondal,Ho. #  563 street #  89 Durre psh,17-9-82,Fsc,12-8-00,A,C
1982,Abuzar Shams,Shams Kalim,house no. 109 S#  84 Railway line Mansehra,19-6-82,F.Sc.,15-8-00,A,C
1983,Kishwar Satti,Saroor Satti,h no. 424 St. No. 80 Bara market PESHAWAR,19-2-81,HSSC,19-8-00,A,C
1984,Obaid Bhatti,Yaar Muhammad Sameer Bhatti,Ho. No. 738 St. No. 75 Kotlia Abbotabad,21-2-81,A level,22-8-00,A,C
1985,Zil-e-Ali Satti,Zaran Masroor Satti,H No. 285 s no. 38 Saidpur road Haripur,21-11-81,HSSC,25-8-00,A,C
1986,Abeera Chohan,Mohammed Wajid Chohan,house #  600 street no. 34 Officers coloney peshawar,23-7-80,FSc,29-8-00,A,C
1987,Kamal Shehzad,Shehzad Rasheed,h# 914 St. no.29  Surahi bazar Attock,24-8-80,A-Level,3-8-00,A,C
1988,Ramzan Hayyat,Hayyat Abdul Rafay,House # 461 St. # 92  Farman block Mardan,26-4-80,FSc,6-8-00,A,C
1989,Qirat Abbasi,Zameer Abbasi,H# 775 s# 88  Durre PSH,26-12-80,A-Level,9-8-00,A,C
1990,Chodhary Sultan Durrani,Ibraheem Muazzum Durrani,ho. # 90 street # 83  Deinga Mansehra,28-9-82,Fsc,13-8-00,A,C
1991,Shaheen Jaffery,Muhammad Talha Jaffery,House No.404 street # 78  Bara market Peshawar,1-9-82,F.Sc.,16-8-00,A,C
1992,Rana Azam Gondal,Aga Ijaz Gondal,Ho. # 951 S# 42  Khybar road psh,1-6-82,Fsc,19-8-00,A,C
1993,Viqar Abuzar,Abuzar Shahroze,house no. 266 St. No. 37 Purani Taal Mansehra,4-2-82,F.Sc.,22-8-00,A,C
1994,Shaheen Gondal,Latif Gondal,h no. 580 St. No. 32 Officers coloney PESHAWAR,4-2-81,HSSC,26-8-00,A,C
1995,Abdul Mujeeb Haqqie,Shariq Munir Haqqie,Ho. No. 127 s no. 28 Kumria Abbotabad,6-11-81,A level,29-8-00,A,C
