Reg#,Name,Father,Address,Date of Birth,lastDeg,Reg Date,Reg Status,Deg Status
242,Qudoos Shabeer Khattak,Waqar Nazir Khattak,House No.614 St. No.23  Jalsa gha Sawat,26-2-81,BS,17-8-03,A,C
243,Emmad Ansari,Mouhammed Azhar Ansari,H No. 928 s no. 18 Hayata Abad PESHAWAR,29-11-80,MS,21-8-03,A,C
244,Qirat Zahid,Zahid Daud,Ho. no. 475 s no. 13 Noorpur Noshera,29-11-80,M.Sc,24-8-03,A,C
245,Akram Haqqie,Shazil Haqqie,h no. 790 St. no. 76 Lane 3 Khybar road PESHAWAR,2-8-80,MS,27-8-03,A,C
246,Aun Badar Sehti,Mustamsir Sehti,Ho. No. 104 St. #  72 Industrial estate Psh,2-4-80,M.Sc,1-8-03,A,C
247,Hamna Chatta,Fazal Yousaf Chatta,H#  651 St. #  67 Nai abadi Hasanabdal,4-4-79,M.Phil,5-8-03,A,C
248,Sohail Qamar Baig,Momd. Munir Baig,house #  965 Street No. 62 Jamurd  town peshawar,4-1-79,BE,8-8-03,A,C
249,Arshad Kishwar,Kishwar Gul,h# 280 street # 26  Bara qabrustan Mardan,7-9-79,M.Phil,11-8-03,A,C
250,Shazil Emmad,Emmad Zishan,Ho. # 594 st. # 21  Daniyaal town Sawat,7-10-81,MSc,15-8-03,A,C
251,Safi Khan,Abdul Hameed Khan,house no.141 S# 16  Hayata Abad Peshawar,9-6-81,BS,18-8-03,A,C
252,Rozina Azam Pervaiz Kazmi,Azam Pervaiz Kazmi,ho. # 456 St. No.12  Khasra Gilgit,11-2-81,MSc,21-8-03,A,C
253,Ghulam Mustafa Azmat Haqq,Nazir Ghazanfar Haqq,House No.770 Street # 75  Buliyan wali Sawat,11-3-81,BS,24-8-03,A,C
254,Tipu Awan,Raja Salman Awan,H No.317 s no.70  Lane 6 Mall road PESHAWAR,13-11-80,MS,28-8-03,A,C
255,Sunera Shakeel,Shakeel Zeeshan,Ho. no. 631 St. no. 66 Farooqia Noshera,14-8-80,M.Sc,2-8-03,A,C
256,Mazhar Zishan,Zishan Mumtaz,h no. 946 St. no. 61 Chandi bazar Abbotabad,16-8-80,MS,5-8-03,A,C
257,Mouhammad Sonil Namani,Azam Namani,Ho. No. 492 St. #  24 Lane 3 Khybar road Psh,16-4-80,M.Sc,8-8-03,A,C
258, Khanzada,Zafar Amjad Khanzada,H#  807 Street No. 20 Chittian hattian Hasanabdal,18-1-79,M.Phil,12-8-03,A,C
259,Hussain Qureshi,Aga Ubaid Qureshi,house #  122 Street No. 15 Hayata Abad peshawar,18-1-79,BE,15-8-03,A,C
260,Chodhary Nadeem Khanzada,Rana Zahid Khanzada,h#  668 st. #  10 Jamurd  town PSH,20-10-79,M.Phil,18-8-03,A,C
261,Tahira Immad,Immad Iqbal,House # 983 S# 74  Lohi pura Hasanabdal,21-6-79,BE,21-8-03,A,C
262,Bakht Ismaili,Sattar Ismaili,house no.297 street no.69  Lane 6 Mall road Peshawar,23-7-81,BS,25-8-03,A,C
263,Sanam Nadeem Safi Hussaini,Nadeem Safi Hussaini,ho. # 844 Street # 64  Basti Gilgit,25-3-81,MSc,28-8-03,A,C
264,Sheik Daniyal Haqq,Najam Umer Haqq,House No.158 s no.27  Khumar road Sawat,25-11-81,BS,2-8-03,A,C
265,Abdur Rahman Paracha,Mohammed Emmad Paracha,Ho. # 473 s# 23  Lane 3 Khybar road psh,27-12-81,MSc,5-8-03,A,C
266,Yasmin Kamran,Kamran Junaid,Ho. no.20 St. no.18  City Road Noshera,27-8-80,M.Sc,9-8-03,A,C
267,Nawabzada Ajab Sherazi,Aftab Sherazi,h no. 334 S No. 13 Hayata Abad PESHAWAR,1-5-80,MS,12-8-03,A,C
268,Latif Sohail Zaidi,Waqar Zaidi,Ho. No. 649 S No. 77 Jamurd  town Psh,1-5-80,M.Sc,15-8-03,A,C
269,Roshan Sherazi,Qaisar Qutab Sherazi,H#  963 Street No. 72 Bunkhar gali Hasanabdal,3-1-79,M.Phil,19-8-03,A,C
270,Mouhammad Jameel Usmani,Mohammad Yasin Usmani,house #  510 st. #  67 Lane 6 Mall road peshawar,3-10-79,BE,22-8-03,A,C
271,Shujaat Abdul Wasay,Abdul Wasay Ahsan,h#  824 st. #  63 Sihaal Mardan,5-10-79,M.Phil,25-8-03,A,C
272,Aneesa Saroor,Saroor Kareem,House #  139 street no. 26 Noorpur Hasanabdal,5-7-79,BE,28-8-03,A,C
273,Zaran Laghari,Shaukat Laghari,house no.686 Street # 21  Durre Peshawar,8-3-81,BS,3-8-03,A,C
274,Naz Jamil Abdur Rahim Hussaini,Jamil Abdur Rahim Hussaini,ho. # 0 Street # 17  Malik abad Gilgit,10-3-81,MSc,6-8-03,A,C
275,Ijaz Laghari,Salman Junaid Laghari,House No.315 s# 12  Nai abadi Sawat,10-12-81,BS,9-8-03,A,C
276,Shabeer Karam Paracha,Choudhary Murtaza Paracha,Ho. # 861 St. no.75  Jamurd  town psh,12-8-81,MSc,12-8-03,A,C
277,Kiran Anayyat,Anayyat Mujahid,Ho. no.176 street # 71  Koral Noshera,12-9-80,M.Sc,16-8-03,A,C
278,Daniyal Bulbul Pasha,Shabeer Pasha,h no. 490 S No. 66 Lane 6 Mall road PESHAWAR,15-5-80,MS,19-8-03,A,C
279,Ghani Zaidi,Zafar Zaidi,Ho. No. 37 Street No. 29 Hayata Abad Psh,15-1-80,M.Sc,22-8-03,A,C
280,Manahil Ubaid Abdul Jabbar Butt,Ubaid Abdul Jabbar Butt,H No. 352 St. No. 24 Khasra Noshera,17-2-80,MS,25-8-03,A,C
281,Sheik Munir Zaidi,Sheikh Saeed Zaidi,house #  666 st. #  20 Durre peshawar,17-10-79,BE,29-8-03,A,C
282,Mumtaz Mustansar,Mustansar Iqbal,h#  213 street no. 15 Railway line Mardan,19-7-79,M.Phil,3-8-03,A,C
283,Nadia Shan,Shan Masud,House #  527 street no. 78 Farooqia Hasanabdal,19-7-79,BE,6-8-03,A,C
284,Syyed Yousaf Kharasani,Islam Kharasani,house no.842 Street # 74  Khybar road Peshawar,22-3-81,BS,10-8-03,A,C
285,Uzma Bhatti,Najeeb Suleman Bhatti,ho. # 157 s# 69  Saidpur road Gilgit,24-12-81,MSc,13-8-03,A,C
286,Shams-ul-Islam Azam Laghari,M. Emmad Laghari,House No.703 s# 64  Lane 6 Mall road Peshawar,24-12-81,BS,16-8-03,A,C
287,Sh. Sana Ullah Bhatti,Sahibzada Amer Bhatti,Ho. # 18 street # 28  Hayata Abad psh,26-9-81,MSc,19-8-03,A,C
288,Hamna Zulqur nain,Zulqur nain Malik,Ho. no.332 S No.23  Farman block Noshera,26-5-80,M.Sc,23-8-03,A,C
289,Baber Pasha,Abdur Raziq Pasha,h no.879 S# 18  Durre PESHAWAR,28-6-80,MS,26-8-03,A,C
290,Muhammad Umer Shah,Khurshid Shah,Ho. No. 193 St. No. 14 Lane 6 Mall road Psh,29-2-80,M.Sc,29-8-03,A,C
291,Zahida Pasha,Yasin Farrukh Pasha,H No. 508 st. #  77 Basti Noshera,2-10-80,MS,3-8-03,A,C
292,Nabeel Abbasi,Syyed Ayyaz Abbasi,house #  55 s no. 72 Khybar road peshawar,2-11-79,BE,7-8-03,A,C
293,Jan Sonil,Sonil Kareem,h#  369 street no. 68 Purani Taal Mardan,4-7-79,M.Phil,10-8-03,A,C
294,Rafia Anwar,Anwar Shakir,House #  684 St. #  31 City Road Hasanabdal,4-4-79,BE,13-8-03,A,C
295,Nazir Rehmat Gondal,Jameel Gondal,H#  230 St. #  26 Hayata Abad PSH,6-4-79,M.Phil,16-8-03,A,C
296,Urooj Ansary,Sarwar Fazal Ansary,ho. # 545 s# 21  Illyas abad Gilgit,9-12-81,MSc,20-8-03,A,C
297,Waqar Tufail Gondal,Chodhary Murtaza Gondal,House No.859 street # 17  Durre Peshawar,9-9-81,BS,23-8-03,A,C
298,Azmat Bhatti,Sahibzada Ramzan Bhatti,Ho. # 406 S No.80  Lane 6 Mall road psh,11-5-81,MSc,26-8-03,A,C
299,Saima Nadir,Nadir Shabeer,Ho. no.721 S# 75  Muzafar shah Noshera,11-6-80,M.Sc,1-8-03,A,C
