SID,St_Name,Father_Name,Gender,Address,Date of Birth,Reg Date,Reg Status,Degree Status,Last Degree
3634,Samra Jabir Pasha,Jabir Pasha,1,Ho. No.426 S No.95  Chand mari LalaMusa,14-May-84,16-Aug-03,A,I,A level
3635,Emmad-ud-Din Haque,Najeeb Ghazi Haque,0,H# 741 Street No.90  Ghosia masjid chwok Sargodha,16-Jan-83,20-Aug-03,A,I,A-Level
3636,Najeeb Zakir Pasha,AAqil Abdul Malik Pasha,0,house # 55 st. # 85  Kamalia Pindi Bhatian,16-Oct-83,23-Aug-03,A,I,FSc
3637,Haleema Zaidi,M. Rahat Zaidi,1,h# 602 st. # 49  Purani Taal Kharian,18-Oct-83,26-Aug-03,A,I,A-Level
3638,Munir Aqeel,Aqeel Munir,0,House #  917 S#  44 City Road Bahawalpur,19-Jun-83,29-Aug-03,A,I,FSc
3639,Zara Abbasi,Tabraiz Abbasi,1,house no. 231 Street #  39 Kumria D.I. Khan,21-Mar-85,4-Aug-03,A,I,F.Sc.
3640,Waqas Masroor Kharasani,Rafi Kharasani,0,ho. #  778 Street #  35 Illyas abad Gujrawala,23-Mar-85,7-Aug-03,A,I,Fsc
3641,Qaisar Ansary,Zulfiqar Ubaid Ansary,0,House No. 92 s#  98 Bunkhar gali Wazirabad,23-Dec-85,10-Aug-03,A,I,F.Sc.
3642,Zareen Sh. Ayyaz Kharasani,Sh. Ayyaz Kharasani,1,Ho. #  407 St. no. 93 Eid gha Sargodha,25-Aug-85,13-Aug-03,A,I,Fsc
3643,Nazar Zaran,Zaran Ajmal,0,Ho. no. 721 street #  89 Muzafar shah Kabirwala,25-Sep-84,17-Aug-03,A,I,A level
3644,Kashif Qutab,Qutab Shams,0,h no.268 S No.84  Lakhan Shekhopura,28-May-84,20-Aug-03,A,I,HSSC
3645,Bilqees Bhatti,Osama Bhatti,1,Ho. No.583 Street No.47  College road Melsi,28-Jan-84,23-Aug-03,A,I,A level
3646,Abdur Rasheed Zishan Shah,Anwar Shazil Shah,0,H No.897 St. No.43  Malik abad D.I. Khan,1-Feb-84,26-Aug-03,A,I,HSSC
3647,Shakir Pasha,Mouhammed Muazzum Pasha,0,house # 444 st. # 38  Purana shehar Gujrat,1-Oct-83,1-Aug-03,A,I,FSc
3648,Rizwana Chodhary Sheharyar Shah,Chodhary Sheharyar Shah,1,h# 758 street no.1  Karki Faisalabad,3-Jul-83,4-Aug-03,A,I,A-Level
3649,Ahmed Bakht,Bakht Hayyat,0,House #  73 street no. 96 Koral Sahiwal,4-Jul-83,7-Aug-03,A,I,FSc
3650,Shk. Mujahid Abbasi,Hussain Abbasi,0,H#  619 Street #  92 Daniyaal town Kabirwala,6-Mar-83,10-Aug-03,A,I,A-Level
3651,Mehmood Durrani,Kamran Durrani,0,ho. #  934 s#  87 Saat meel Abdul Hakim,8-Dec-85,14-Aug-03,A,I,Fsc
3652,Osman Abdul Jabbar Ansary,Qudoos Jabir Ansary,0,House No. 249 s#  50 Byaar D.G. Khan,8-Dec-85,17-Aug-03,A,I,F.Sc.
3653,Wajiha Gondal,Sh. Shuja Gondal,1,Ho. #  795 street #  46 Doley shah Dera Ismail Khan,10-Sep-85,20-Aug-03,A,I,Fsc
3654,Naeem Azam,Azam Khalid,0,Ho. no. 110 S No. 41 kurang nala LalaMusa,10-May-84,24-Aug-03,A,I,A level
3655,Zeeshan Shahid,Shahid Jabir,0,h no.424 S No.36  Chan chirag Sialkot,13-May-84,27-Aug-03,A,I,HSSC
3656,Raheela Haqqie,Masroor Haqqie,1,Ho. No.971 St. No.0  Kotlia Bhawalpur,13-Feb-84,1-Aug-03,A,I,A level
3657,Mekail Baig,Farman Baig,0,H No.285 st. # 95  Saidpur road Jehlum,15-Oct-84,4-Aug-03,A,I,HSSC
3658,Naeem Nazeer Khan,Qudoos Yasin Khan,0,house # 600 s no.90  Jaamia Masjid road Bahawalpur,15-Nov-83,8-Aug-03,A,I,FSc
3659,Sana Jaffery,Farzan Bakht Jaffery,1,h# 147 street no.86  Surahi bazar Dera ghazi khan,17-Jul-83,11-Aug-03,A,I,A-Level
3660,Yaseen Abdul Qadir Khan,Mouhammad Khalid Khan,0,House # 461 Street # 49  Farman block Multan,17-Mar-83,14-Aug-03,A,I,FSc
3661,Umer Waqar,Waqar Kalim,0,H#  776 St. #  44 Mitran walia LalaMusa,20-Apr-83,17-Aug-03,A,I,A-Level
3662,Aga Husain Khattak,Saroor Khattak,0,ho. #  90 s#  40 Deinga Sargodha,22-Dec-85,21-Aug-03,A,I,Fsc
3663,Murtaza Minhas,Niaz Minhas,0,House No. 637 street #  35 Ghosia masjid chwok Pindi Bhatian,22-Sep-85,24-Aug-03,A,I,F.Sc.
3664,Gulmina Rahat Abdul Haseeb Khattak,Rahat Abdul Haseeb Khattak,1,Ho. #  951 street #  98 Kamalia Kharian,24-Sep-85,27-Aug-03,A,I,Fsc
3665,Shk. Ayyaz Haq,Sheik Wajid Haq,0,house no. 266 S No. 93 Purani Taal Bahawalpur,24-May-85,1-Aug-03,A,I,F.Sc.
3666,Yusaf Tufail,Tufail Rasheed,0,h no. 813 St. No. 89 Darian D.I. Khan,26-Feb-84,5-Aug-03,A,I,HSSC
3667,Sultana Fazal,Fazal Abdul Rafay,1,Ho. No.127 St. No.52  Kumria Gujrawala,27-Feb-84,8-Aug-03,A,I,A level
3668,Sheikh Moeen Kiyyani,Zameer Kiyyani,0,H No.442 s no.47  Illyas abad Wazirabad,29-Nov-84,11-Aug-03,A,I,HSSC
3669,M. Tufail Chatta,Ibrahim Osama Chatta,0,house # 988 street no.43  post office Sahiwal,29-Jul-83,15-Aug-03,A,I,FSc
3670,Razia Talha Haroon Kiyyani,Talha Haroon Kiyyani,1,h# 303 street no.38  Biyaal Kabirwala,2-Jul-83,18-Aug-03,A,I,A-Level
3671,Chodhary Kabir Khan,Choudhary Ijaz Khan,0,House # 617 St. # 1  Muzafar shah Shekhopura,2-Apr-83,21-Aug-03,A,I,FSc
3672,Junaid Nazir,Nazir Shahroze,0,H# 164 s# 97  Lakhan Melsi,4-Dec-83,24-Aug-03,A,I,A-Level
3673,Rehmat Osman Qureshi,Latif Qureshi,0,ho. #  479 Street No. 92 Shehar bazar Dera Ismail Khan,7-Jan-85,28-Aug-03,A,I,Fsc
3674,Ahsan Minhas,Jibran Minhas,0,House No. 793 street #  87 Mandi Gujrat,7-Sep-85,2-Aug-03,A,I,F.Sc.
3675,Aaila Niazi,Sheharyar Sharif Niazi,1,Ho. #  340 S#  51 Purana shehar Faisalabad,9-Jun-85,5-Aug-03,A,I,Fsc
3676,Abdul Basit Minhas,Aga Rai Minhas,0,house no. 654 S#  46 Karki Sahiwal,9-Jun-85,8-Aug-03,A,I,F.Sc.
3677,Tufail Sheharyar,Sheharyar Muamar,0,h no. 969 St. No. 41 Mitthian Jehlum,11-Feb-84,12-Aug-03,A,I,HSSC
3678,Aneesa Abdul Ahad,Abdul Ahad Farman,1,Ho. No. 516 s no. 37 Afangi block Abdul Hakim,11-Nov-84,15-Aug-03,A,I,A level
3679,Khalid Viqar Awan,Noor Awan,0,H No.830 s no.0  Saat meel D.G. Khan,14-Nov-84,18-Aug-03,A,I,HSSC
3680,Noor Namani,Waqas Rai Namani,0,Ho. no.145 St. no.95  Byaar Dera Ismail Khan,14-Aug-84,21-Aug-03,A,I,A level
3681,Iffat Ch. Abdul Haseeb Kiyyani,Ch. Abdul Haseeb Kiyyani,1,h# 459 St. # 90  Shah malung LalaMusa,16-Apr-83,25-Aug-03,A,I,A-Level
3682,Danish Namani,Mirza Kalim Namani,0,House # 6 s# 54  kurang nala Sialkot,16-Dec-83,28-Aug-03,A,I,FSc
3683,Ghazi Waqas,Waqas Fakhar,0,H# 320 Street No.49  Chan chirag Bhawalpur,18-Jan-83,2-Aug-03,A,I,A-Level
3684,Abdul Basit Qureshi,Niaz Qureshi,0,ho. #  635 street #  44 Akbar masjid Kharian,21-Sep-85,6-Aug-03,A,I,Fsc
3685,Mouhammad AAmir Khanzada,Rayyan Khanzada,0,House No. 182 S#  40 Main workshop Bahawalpur,21-Jun-85,9-Aug-03,A,I,F.Sc.
3686,Mounazza Niazi,Abu Bakr Nazir Niazi,1,Ho. #  496 S#  3 Jaamia Masjid road Dera ghazi khan,23-Jun-85,12-Aug-03,A,I,Fsc
3687,Abdul Rafay Ismaili,Muhammad Rasheed Ismaili,0,house no. 811 St. No. 98 Surahi bazar Multan,23-Feb-85,15-Aug-03,A,I,F.Sc.
3688,Iqbal Javed,Javed Karam,0,h no. 357 s no. 94 Kachi abadi Wazirabad,25-Nov-84,19-Aug-03,A,I,HSSC
3689,Nadia Rayyan,Rayyan Zameer,1,Ho. No. 672 s no. 89 Sukkhan abad Sargodha,25-Nov-84,22-Aug-03,A,I,A level
3690,Hayyat Ibrahim Paracha,Viqar-ul-Islam Paracha,0,H No.986 St. no.52  Deinga Pindi Bhatian,28-Aug-84,25-Aug-03,A,I,HSSC
3691,Mustafa Haqq,Azhar Yosaf Haqq,0,Ho. no.533 St. # 48  Ghosia masjid chwok Kharian,28-Apr-84,28-Aug-03,A,I,A level
3692,Viqar-un-Nisa Sherazi,Sahibzada Daud Sherazi,1,h# 848 St. # 43  Park road Melsi,1-Apr-83,3-Aug-03,A,I,A-Level
3693,Sajid Tahir Zaidi,Mohammed Shahroze Zaidi,0,House # 162 Street No.38  Zikria D.I. Khan,1-Jan-83,6-Aug-03,A,I,FSc
3694,Shahroze Yawar,Yawar Bulbul,0,H# 709 street # 2  Darian Gujrawala,3-Sep-83,9-Aug-03,A,I,A-Level
3695,Sana Usmani,Jibran Usmani,1,house # 23 st. # 97  Kumria Wazirabad,5-Oct-83,12-Aug-03,A,I,FSc
3696,Syyed Mustamsir Khanzada,Munir Pervaiz Khanzada,0,House No. 338 S#  92 Nizam pur Sahiwal,6-Jun-85,16-Aug-03,A,I,F.Sc.
3697,Roshan Usmani,Gul AAmir Usmani,1,Ho. #  652 St. No. 56 post office Kabirwala,8-Feb-85,19-Aug-03,A,I,Fsc
3698,Momd. Safi Ismaili,Muhammad Zishan Ismaili,0,house no. 199 Street #  51 Biyaal Shekhopura,8-Mar-85,22-Aug-03,A,I,F.Sc.
3699,Ali Munir,Munir Rizwan,0,ho. #  514 s no. 46 Muzafar shah Melsi,10-Nov-85,25-Aug-03,A,I,Fsc
3700,Sofia Alam,Alam Noor,1,Ho. No. 828 St. no. 41 Karkhana road Dera Ismail Khan,10-Aug-84,29-Aug-03,A,I,A level
3701,Sajid Paracha,Yousaf Paracha,0,H No. 375 St. no. 5 Shehar bazar Gujrat,12-Aug-84,3-Aug-03,A,I,HSSC
3702,Zeeshan Shaheen Haque,Abdul Mujeeb Shabir Haque,0,Ho. no.689 S No.0  Mandi Faisalabad,13-May-84,6-Aug-03,A,I,A level
3703,Tahira Paracha,Mouhammed Abid Paracha,1,h# 4 Street No.95  Bara bazar Bhawalpur,15-Jan-83,10-Aug-03,A,I,A-Level
3704,Ejaz Shariq Zaidi,Ch. Fakhir Zaidi,0,House # 550 Street No.91  Jamia masjid chowk Jehlum,15-Jan-83,13-Aug-03,A,I,FSc
3705,Imran Ajmal,Ajmal Jabbar,0,H# 865 st. # 54  Mitthian Abdul Hakim,17-Oct-83,16-Aug-03,A,I,A-Level
3706,Mehak Zaidi,Rayyan Zaidi,1,house # 180 S# 49  Afangi block D.G. Khan,19-Jun-83,19-Aug-03,A,I,FSc
3707,Kabir Kharasani,Najum Uhad Kharasani,0,House No.726 street no.45  Mutian wala Multan,19-Jul-85,23-Aug-03,A,I,F.Sc.
3708,Samina Satti,Abid Umar Satti,1,Ho. #  41 Street #  40 Hamdarad road LalaMusa,22-Mar-85,26-Aug-03,A,I,Fsc
3709,Chodhary Sameer Chohan,Nawabzada Arif Chohan,0,house no. 355 s no. 3 Shah malung Sialkot,22-Nov-85,29-Aug-03,A,I,F.Sc.
3710,Fakhar Badar,Badar Sattar,0,ho. #  902 s#  99 kurang nala Bhawalpur,24-Dec-85,3-Aug-03,A,I,Fsc
3711,Nabeera Aslam,Aslam Nadeem,1,Ho. No. 216 St. no. 94  Kharian,24-Aug-84,7-Aug-03,A,I,A level
3712,Mustamsir Shah,Najum Shah,0,H No. 531 S No. 57 Akbar masjid Bahawalpur,26-May-84,10-Aug-03,A,I,HSSC
3713,Daud Yosaf Durrani,Emmad-ud-Din Qutab-ud-Din Durrani,0,Ho. no. 78 S No. 53 Main workshop Dera ghazi khan,26-May-84,13-Aug-03,A,I,A level
3714,Sumiyya Abbasi,Raja Munnawar Abbasi,1,h no.392 Street No.48  Jaamia Masjid road Multan,29-Jan-84,16-Aug-03,A,I,HSSC
3715,Nazir Shazil Durrani,Momd. Aftab Durrani,0,House # 707 st. # 43  Sherazia coloney Wazirabad,29-Oct-83,20-Aug-03,A,I,FSc
3716,Akmal Sikandar,Sikandar Abdul Malik,0,H# 21 st. # 6  Kachi abadi Sargodha,2-Oct-83,23-Aug-03,A,I,A-Level
3717,Badar Gondal,Qaisar Gondal,1,house # 568 street no.2  Sukkhan abad Pindi Bhatian,4-Jul-83,26-Aug-03,A,I,FSc
3718,Rahid Safi Ansari,Atif Ansari,0,House No.882 Street # 97  Dhamiyal Shekhopura,4-Mar-85,1-Aug-03,A,I,F.Sc.
3719,Natalia Abdul Qadir Munnawar Satti,Abdul Qadir Munnawar Satti,1,Ho. #  197 Street #  92 Dehri Melsi,7-Mar-85,4-Aug-03,A,I,Fsc
3720,Raja Athar Haqqie,Hafiz Abdul kareem Haqqie,0,house no. 744 s#  56 Park road D.I. Khan,7-Dec-85,7-Aug-03,A,I,F.Sc.
3721,Emmad-ud-Din Zaran,Zaran Shaukat,0,ho. #  58 St. no. 51 Zikria Gujrawala,9-Aug-85,10-Aug-03,A,I,Fsc
3722,Rida Mehmood,Mehmood Jamil,1,Ho. No. 373 street #  46 Landi Faisalabad,9-Sep-84,14-Aug-03,A,I,A level
3723,Rana Malik Baig,Salman Baig,0,H No. 919 S No. 42 Taj abad Sahiwal,11-May-84,17-Aug-03,A,I,HSSC
3724,Ch. Ejaz Chohan,Raza Abdus Sattar Chohan,0,Ho. no. 234 Street No. 5 Nizam pur Kabirwala,11-Jan-84,20-Aug-03,A,I,A level
3725,Aliya Jaffery,Mouhammad Mumtaz Jaffery,1,h no.549 St. No.0  post office Shekhopura,14-Feb-84,23-Aug-03,A,I,HSSC
3726,Nawabzada Umar Khan,Shk. Aun Khan,0,House # 95 st. # 96  Karnianwala D.G. Khan,14-Oct-83,27-Aug-03,A,I,FSc
3727,Bashir Bakht,Bakht Mazhar,0,H# 410 street no.91  Karimabad Dera Ismail Khan,16-Jul-83,1-Aug-03,A,I,A-Level
3728,Samina Khattak,Ubaid Khattak,1,house # 724 street no.54  Karkhana road Gujrat,18-Jul-83,4-Aug-03,A,I,FSc
3729,Najam Ansari,Jan Sikandar Ansari,0,h# 271 Street # 50  Shehar bazar Faisalabad,18-Mar-83,7-Aug-03,A,I,A-Level
3730,Shehla Khattak,Arif Yasin Khattak,1,Ho. # 585 s# 45  Ramzania Bhawalpur,20-Dec-85,11-Aug-03,A,I,Fsc
3731,Shuja Haq,Hafiz Aslam Haq,0,house no. 900 s#  8 Bara bazar Jehlum,21-Dec-85,14-Aug-03,A,I,F.Sc.
3732,Safi Aun,Aun Nadeem,0,ho. #  447 street #  3 Jamia masjid chowk Abdul Hakim,23-Sep-85,17-Aug-03,A,I,Fsc
3733,Iqra Shahid,Shahid Najeeb,1,Ho. No. 761 S No. 99 Niazi town Dera ghazi khan,23-May-84,21-Aug-03,A,I,A level
3734,Sheikh Nazir Baig,Emmad Baig,0,H No. 76 S#  94 Shuakat coloney Multan,25-Jun-84,24-Aug-03,A,I,HSSC
3735,Viqar Chatta,AAmer Fakhir Chatta,0,Ho. no. 390 St. No. 57 Mutian wala LalaMusa,25-Feb-84,27-Aug-03,A,I,A level
3736,Durdana Kiyyani,Choudhary Aftab Kiyyani,1,h no. 937 st. #  53 Hamdarad road Sialkot,27-Oct-84,1-Aug-03,A,I,HSSC
3737,Yaar Muhammad Khan,Raja Abdul Malik Khan,0,House # 251 s no.48  Dak ghar Pindi Bhatian,28-Nov-83,5-Aug-03,A,I,FSc
3738,Yusaf Masud,Masud Rafi,0,H# 566 street no.43  Cement factory coloney Kharian,1-Jul-83,8-Aug-03,A,I,A-Level
3739,Abida Yasin Khan,Yasin Khan,1,house # 113 St. # 7   Bahawalpur,3-Apr-83,11-Aug-03,A,I,FSc
3740,Wajid Mumtaz Minhas,Ayyaz Fazal Minhas,0,h# 427 St. # 2  Akbar masjid Dera ghazi khan,3-Apr-83,14-Aug-03,A,I,A-Level
3741,Bano Niazi,Abdul kareem Rahmat Niazi,1,Ho. # 742 s# 97  Bakra mandi Gujrawala,5-Dec-85,18-Aug-03,A,I,Fsc
3742,Hamid Khurshid Minhas,Aga Shams Minhas,0,house no.288 street # 93  Jalabad Wazirabad,5-Sep-85,21-Aug-03,A,I,F.Sc.
3743,Ejaz Suleman,Suleman Jamil,0,ho. #  603 S No. 56 Sherazia coloney Sargodha,8-May-85,24-Aug-03,A,I,Fsc
3744,Yasmin Haq,Anwar Haq,1,House No. 917 S#  51 Kachi abadi Pindi Bhatian,8-Jun-85,27-Aug-03,A,I,F.Sc.
3745,Naeem Muaz Awan,Murtaza Awan,0,H No. 464 St. No. 47 Pakistan hostel Shekhopura,10-Feb-84,2-Aug-03,A,I,HSSC
3746,Viqar-ul-Islam Muaz Chatta,Ramzan AAqil Chatta,0,Ho. no. 779 st. #  10 Dhamiyal Melsi,10-Oct-84,5-Aug-03,A,I,A level
3747,Nusrat Kiyyani,Mirza Aun Kiyyani,1,h no. 93 s no. 5 Dehri D.I. Khan,12-Nov-84,8-Aug-03,A,I,HSSC
3748,Shakeel Namani,Mohammed Mazhar Namani,0,House # 640 street no.1  Hospital road Gujrat,13-Jul-83,12-Aug-03,A,I,FSc
3749,Tufail Yusaf,Yusaf Kamran,0,H# 954 St. # 96  Cantt. road Faisalabad,15-Apr-83,15-Aug-03,A,I,A-Level
3750,Naima Qureshi,Saeed Qureshi,1,house # 269 St. # 59  Landi Sahiwal,17-Apr-83,18-Aug-03,A,I,FSc
3751,Muhammad Nazir Kazmi,Shuja Mumtaz Kazmi,0,h# 583 s# 54  Taj abad Kabirwala,17-Dec-83,21-Aug-03,A,I,A-Level
3752,Shafaq Niazi,Masud Rai Niazi,1,Ho. # 130 street # 50  Shakrial Abdul Hakim,19-Sep-85,25-Aug-03,A,I,Fsc
3753,Sh. Soneel Ismaili,Mohammad Jabir Ismaili,0,house no.445 street # 45  Jalsa gha D.G. Khan,19-Sep-85,28-Aug-03,A,I,F.Sc.
3754,Suleman Viqar-ul-Islam,Viqar-ul-Islam Najeeb,0,ho. #  759 S#  8 Karnianwala Dera Ismail Khan,22-Jun-85,2-Aug-03,A,I,Fsc
3755,Maryyum Haqq,AAqil Haqq,1,House No. 306 St. No. 4 Karimabad Gujrat,22-Feb-85,5-Aug-03,A,I,F.Sc.
3756,Saaleh Awan,Amer Awan,0,H No. 620 St. No. 99 Factory road Sialkot,24-Feb-84,9-Aug-03,A,I,HSSC
3757,Asif Qasim Haqq,Badar Abdul Hannan Haqq,0,Ho. no. 935 s no. 94 Garrizon Bhawalpur,24-Nov-84,12-Aug-03,A,I,A level
3758,Asfia Sherazi,M. Abdur Raziq Sherazi,1,h no. 481 street no. 58 Ramzania Jehlum,26-Jul-84,15-Aug-03,A,I,HSSC
3759,Tipo Kharasani,Syyed Saroor Kharasani,0,Ho. No. 796 St. no. 53 Bara bazar Abdul Hakim,26-Aug-84,18-Aug-03,A,I,A level
3760,Qutab-ud-Din Farzan,Farzan AAqil,0,H# 111 St. # 48  Bara qabrustan Dera ghazi khan,29-Apr-83,22-Aug-03,A,I,A-Level
3761,Sofia Laghari,Rahat Laghari,1,house # 657 s# 12  Niazi town Multan,2-Dec-83,25-Aug-03,A,I,FSc
3762,Sahibzada Hameed Hussaini,Badar Muazzum Hussaini,0,h# 972 Street No.7  Shuakat coloney LalaMusa,2-Jan-83,28-Aug-03,A,I,A-Level
3763,Karam Laghari,Taimor Arman Laghari,0,House # 286 street # 2  Mutian wala Sialkot,4-Sep-83,2-Aug-03,A,I,FSc
3764,Rahmat Ajmal Pasha,Chodhary Sageer Pasha,0,house no.833 S# 98  Buliyan wali Pindi Bhatian,4-Jun-85,6-Aug-03,A,I,F.Sc.
3765,Viqar Waqar,Waqar Ghazi,0,ho. # 147 S# 61  Dak ghar Kharian,6-Jun-85,9-Aug-03,A,I,Fsc
3766,Kiran Rayyan,Rayyan Ibraheem,1,House No. 462 Street #  56 Cement factory coloney Bahawalpur,7-Mar-85,12-Aug-03,A,I,F.Sc.
3767,Rizwan Zaidi,Ajmal Zaidi,0,H No. 9 s no. 51 Chandi bazar D.I. Khan,9-Nov-84,16-Aug-03,A,I,HSSC
3768,Shakeel Farzan Butt,Ijaz Rasheed Butt,0,Ho. no. 323 s no. 47 Mujahid block Gujrawala,9-Nov-84,19-Aug-03,A,I,A level
3769,Rabia Abbasi,Syed Rahmat Abbasi,1,h no. 638 St. no. 10 Bakra mandi Wazirabad,11-Aug-84,22-Aug-03,A,I,HSSC
3770,Abdul Suleh Rehmat Kharasani,Momd. Latif Kharasani,0,Ho. No. 952 St. #  5 Jalabad Sargodha,11-Apr-84,25-Aug-03,A,I,A level
3771,Adul Qudoos Arshad,Arshad Muazzam,0,H#  499 S No. 1 Kamra chowk Kabirwala,13-May-83,29-Aug-03,A,I,A-Level
3772,Natalia Kharasani,Sheharyar Kharasani,1,house # 814 Street No.96  Lohi pura Shekhopura,16-Jan-83,3-Aug-03,A,I,FSc
3773,Momd. Farman Bhatti,Hayyat Zubair Bhatti,0,h# 128 street # 59  Pakistan hostel Melsi,16-Sep-83,6-Aug-03,A,I,A-Level
3774,Annan Sultan Satti,Husain Amjad Satti,0,House # 675 st. # 55  Dhamiyal D.I. Khan,18-Oct-83,9-Aug-03,A,I,FSc
3775,Arman Bhatti,Nawabzada Sonil Bhatti,0,house no.989 S# 50  Khumar road Gujrat,18-Jun-85,13-Aug-03,A,I,F.Sc.
3776,Aqeel Moeen,Moeen Adul Qudoos,0,ho. # 304 Street # 13  Hospital road Faisalabad,20-Mar-85,16-Aug-03,A,I,Fsc
3777,Nafia Anjum Pasha,Anjum Pasha,1,House No.850 Street # 9  Cantt. road Sahiwal,20-Mar-85,19-Aug-03,A,I,F.Sc.
