SID,St_Name,Father_Name,Gender,Address,Date of Birth,Reg Date,Reg Status,Degree Status,Last Degree
2098,Mohammad Barkat Niazi,Qaisar Niazi,0,Ho. No. 952 S No. 49 Jalabad LalaMusa,20-May-80,17-Aug-99,A,C,A level
2099,Uzma Yasin Sultan Haqq,Yasin Sultan Haqq,1,H#  267 Street No. 44 Kamra chowk Sargodha,20-Jan-79,21-Aug-99,A,C,A-Level
2100,Immad Awan,Momd. Ahsan Awan,0,house #  813 Street No. 39 Lohi pura Pindi Bhatian,22-Jan-79,24-Aug-99,A,C,FSc
2101,Kishwar Usman Haqq,Sheikh Abdul kareem Haqq,0,h#  128 st. #  3 Pakistan hostel Kharian,24-Oct-79,27-Aug-99,A,C,A-Level
2102,Sonia Jamal,Jamal Shaukat,1,House #  442 S#  98 Dhamiyal Bahawalpur,24-Jun-79,1-Aug-99,A,C,FSc
2103,Abuzar Muneer Namani,Jamil Namani,0,house no. 989 street no. 93 Khumar road D.I. Khan,26-Jul-81,5-Aug-99,A,C,F.Sc.
2104,Abeera Sherazi,Salman Sherazi,1,ho. # 303 Street # 89  Hospital road Gujrawala,27-Mar-81,8-Aug-99,A,C,Fsc
2105,Fakhir Annan Qureshi,Murtaza Shaukat Qureshi,0,House No.618 s# 52  Cantt. road Wazirabad,29-Dec-81,11-Aug-99,A,C,F.Sc.
2106,Hafiz Shahzor Khanzada,Mouhammed Mumtaz Khanzada,0,Ho. # 165 s# 47  Landi Sargodha,29-Dec-81,14-Aug-99,A,C,Fsc
2107,Samia Pervaiz,Pervaiz Aun,1,Ho. no.479 St. no.43  Bhatta Kabirwala,2-Aug-80,18-Aug-99,A,C,A level
2108,Pervaiz Salim,Salim Zafar,0,h no.794 S No.38  Shakrial Shekhopura,2-May-80,21-Aug-99,A,C,HSSC
2109,Shariq Ismail Hussaini,Ubaid Hussaini,0,Ho. No.340 S No.1  Jalsa gha Melsi,4-May-80,24-Aug-99,A,C,A level
2110,Urooj Ismaili,Saeed Najam Ismaili,1,H No. 655 St. No. 97 Karnianwala D.I. Khan,5-Feb-80,27-Aug-99,A,C,HSSC
2111,Emmad-ud-Din Paracha,Sh. Iqbal Paracha,0,house #  969 st. #  92 Noorpur Gujrat,7-Oct-79,2-Aug-99,A,C,FSc
2112,Sh. Imtiaz Haqq,Syed Aslam Haqq,0,h#  516 st. #  87 Factory road Faisalabad,9-Oct-79,5-Aug-99,A,C,A-Level
2113,Nafia Imran,Imran Nadeem,1,House #  831 street no. 51 Garrizon Sahiwal,9-Jul-79,8-Aug-99,A,C,FSc
2114,Haseeb Zaidi,Najeeb Zaidi,0,house no. 145 Street #  46 Nai abadi Jehlum,11-Mar-81,12-Aug-99,A,C,F.Sc.
2115,Sunera Sherazi,Emmad Jamal Sherazi,1,ho. # 692 s# 41  Pind dadu Abdul Hakim,12-Dec-81,15-Aug-99,A,C,Fsc
2116,Mirza Masroor Zaidi,Amer Ramzan Zaidi,0,House No.6 s# 4  Bara qabrustan D.G. Khan,14-Dec-81,18-Aug-99,A,C,F.Sc.
2117,Qaisar Khanzada,Chodhary Malik Khanzada,0,Ho. # 321 St. no.0  Niazi town Dera Ismail Khan,14-Aug-81,21-Aug-99,A,C,Fsc
2118,Sana Abdul Mannan,Abdul Mannan Abdul Malik,1,Ho. no.635 S No.95  Haider road LalaMusa,16-May-80,25-Aug-99,A,C,A level
2119,Uhad Ubaid,Ubaid Qaisar,0,h no.182 S No.90  Khasra Sialkot,16-May-80,28-Aug-99,A,C,HSSC
2120,Viqar-ul-Islam Hussaini,Yasin Hussaini,0,Ho. No.497 St. No.54  Buliyan wali Bhawalpur,18-Feb-80,2-Aug-99,A,C,A level
2121,Gul Laghari,Ayyaz Abdul Malik Laghari,1,H No. 811 st. #  49 Dak ghar Jehlum,19-Oct-80,5-Aug-99,A,C,HSSC
2122,Abdur Rasheed Rabbi Hussaini,Raja Kareem Hussaini,0,house #  358 st. #  44 Farooqia Bahawalpur,21-Oct-79,9-Aug-99,A,C,FSc
2123,Shams Haque,Momd. Shakir Haque,0,h#  672 street no. 40 Chandi bazar Dera ghazi khan,23-Jul-79,12-Aug-99,A,C,A-Level
2124,Rija Shahzor,Shahzor Jamil,1,House #  987 Street #  3 Mujahid block Multan,23-Mar-79,15-Aug-99,A,C,FSc
2125,Chodhary Tipo Haque,Anwar Haque,0,H#  533 St. #  98 Bakra mandi LalaMusa,25-Apr-79,18-Aug-99,A,C,A-Level
2126,Kina Pasha,Murtaza Abdul Najeeb Pasha,1,ho. #  848 s#  94 Odean chowk Sargodha,25-Dec-81,22-Aug-99,A,C,Fsc
2127,Muhammad Obaid Zaidi,Ramzan Adul Qudoos Zaidi,0,House No.163 St. no.89  Kamra chowk Pindi Bhatian,28-Aug-81,25-Aug-99,A,C,F.Sc.
2128,Osman Rai Butt,Rana Shabeer Butt,0,Ho. # 709 street # 52  Lohi pura Kharian,28-Sep-81,28-Aug-99,A,C,Fsc
2129,Atiya Kaleem,Kaleem Firdous,1,Ho. no.24 S No.48  Chand mari Melsi,1-May-80,3-Aug-99,A,C,A level
2130,Amer Iqbal Kharasani,Ubaid Kharasani,0,h no.338 St. No.43  Basti D.I. Khan,1-Feb-80,6-Aug-99,A,C,HSSC
2131,Nawabzada Rehan Ansary,Saeed Ansary,0,Ho. No.885 St. No.6  Khumar road Gujrawala,3-Feb-80,9-Aug-99,A,C,A level
2132,Wajida Shuja Ajmal Kharasani,Shuja Ajmal Kharasani,1,H No.199 st. # 2  Hospital road Wazirabad,3-Oct-80,12-Aug-99,A,C,HSSC
2133,Sajid Chohan,Ramzan Badar Chohan,0,house #  514 street no. 97 City Road Sahiwal,6-Jul-79,16-Aug-99,A,C,FSc
2134,Naeem Abdul Basit Shah,Hayyat Emmad-ud-Din Shah,0,h#  61 street no. 92 Kusar coloney Kabirwala,8-Jul-79,19-Aug-99,A,C,A-Level
2135,Gulmina Chohan,Aga Firdous Chohan,1,House #  375 St. #  55 Bhatta Shekhopura,8-Apr-79,22-Aug-99,A,C,FSc
2136,Rahat Sahir,Sahir Sonil,0,H#  690 s#  51 Shakrial Melsi,10-Dec-79,25-Aug-99,A,C,A-Level
2137,Haleema Durrani,Akram Durrani,1,ho. #  4 Street No. 46 Eid gha Dera Ismail Khan,10-Jan-81,29-Aug-99,A,C,Fsc
2138,Nazeer Rafi Jaffery,Shuja Jaffery,0,House No. 551 street #  41 Sihaal Gujrat,12-Sep-81,3-Aug-99,A,C,F.Sc.
2139,Nazir Gondal,Khalid Rizwan Gondal,0,Ho. # 865 S No.5  Noorpur Faisalabad,13-May-81,6-Aug-99,A,C,Fsc
2140,Iffat Choudhary Zabir Ansari,Choudhary Zabir Ansari,1,house no.180 S# 0  Factory road Sahiwal,15-Jun-81,9-Aug-99,A,C,F.Sc.
2141,Anwar Saleem,Saleem Saroor,0,h no.727 St. No.95  Malik abad Jehlum,15-Feb-80,13-Aug-99,A,C,HSSC
2142,Sikandar Baqir,Baqir Ali,0,Ho. No.41 s no.91  Nai abadi Abdul Hakim,17-Nov-80,16-Aug-99,A,C,A level
2143,Jameela Sehti,Ahmad Sehti,1,H No.356 s no.54  Pind dadu D.G. Khan,17-Nov-80,19-Aug-99,A,C,HSSC
2144,Ejaz Haqqie,Badar Viqar-ul-Islam Haqqie,0,house # 902 street no.49  Koral Multan,19-Jul-79,23-Aug-99,A,C,FSc
2145,Aga Aun Baig,Syyed Taimor Baig,0,h#  217 St. #  45 Daniyaal town LalaMusa,22-Apr-79,26-Aug-99,A,C,A-Level
2146,Abeera Mohammad Sageer Chohan,Mohammad Sageer Chohan,1,House #  531 St. #  8 Haider road Sialkot,22-Apr-79,29-Aug-99,A,C,FSc
2147,Sultan Rashid,Rashid Ghazi,0,H#  78 Street No. 3 Khasra Bhawalpur,24-Jan-79,3-Aug-99,A,C,A-Level
2148,Rafia Khan,Rabbi Khan,1,ho. #  393 street #  99 Doley shah Kharian,24-Sep-81,7-Aug-99,A,C,Fsc
2149,Sh. Osman Jaffery,Sikandar Khalid Jaffery,0,House No. 707 street #  94 Railway line Bahawalpur,26-Sep-81,10-Aug-99,A,C,F.Sc.
2150,Sheharyar Khan,Ijaz Jan Khan,0,Ho. # 254 S# 57  Farooqia Dera ghazi khan,27-Jun-81,13-Aug-99,A,C,Fsc
2151,Viqar-un-Nisa Ansari,Sahibzada Rahmat Ansari,1,house no.568 St. No.52  Chandi bazar Multan,11-Feb-81,16-Aug-99,A,C,F.Sc.
2152,Adnan Adnan,Adnan Latif,0,h no.883 Street # 48  Saidpur road Wazirabad,29-Mar-80,20-Aug-99,A,C,HSSC
2153,Fazal Daniyal,Daniyal Muazzam,0,Ho. No.198 s no.43  Chittian hattian Sargodha,2-Nov-80,23-Aug-99,A,C,A level
2154,Naseema Sehti,Mehmood Sehti,1,H No.744 street no.6  Odean chowk Pindi Bhatian,2-Jul-80,26-Aug-99,A,C,HSSC
2155,Viqar Mukhtar Haq,Abdul Suleh Haroon Haq,0,Ho. no.59 St. no.2  Kamra chowk Kharian,4-Aug-80,29-Aug-99,A,C,A level
2156,Barkat Sehti,Muhammad Husain Sehti,0,h#  373 St. #  97 Mitran walia Melsi,7-Apr-79,4-Aug-99,A,C,A-Level
2157,Mounazza Sheikh Sonil Chatta,Sheikh Sonil Chatta,1,House #  920 Street No. 92 Chand mari D.I. Khan,7-Jan-79,7-Aug-99,A,C,FSc
2158,Abu Bakr Qamar,Qamar Adul Qudoos,0,H#  234 Street No. 56 Basti Gujrawala,9-Jan-79,10-Aug-99,A,C,A-Level
2159,Kaneez Anjum Chatta,Anjum Chatta,1,ho. #  549 street #  51 Kamalia Faisalabad,9-Sep-81,14-Aug-99,A,C,Fsc
2160,Muneer Kazmi,Shehzad Rayyan Kazmi,0,House No. 96 S#  46 Purani Taal Sahiwal,11-Jun-81,17-Aug-99,A,C,F.Sc.
2161,Aqeel Zil-e-Ali Khan,Kalim Qamar Khan,0,Ho. #  410 S#  42 City Road Kabirwala,11-Jun-81,20-Aug-99,A,C,Fsc
2162,Tahira Kazmi,M. Saroor Kazmi,1,house no.725 Street # 5  Kusar coloney Shekhopura,14-Mar-81,23-Aug-99,A,C,F.Sc.
2163,Jamal Shahroze,Shahroze Niaz,0,h no.271 s no.0  Illyas abad D.G. Khan,14-Nov-80,27-Aug-99,A,C,HSSC
2164,Kamal Minhas,Ahmad Minhas,0,Ho. No.586 s no.96  Bunkhar gali Dera Ismail Khan,16-Nov-80,1-Aug-99,A,C,A level
2165,Sibqat Abu Bakr Niazi,Abu Bakr Niazi,1,H No.900 St. no.59  Eid gha Gujrat,16-Aug-80,4-Aug-99,A,C,HSSC
2166,Ikram Yosaf Haq,Affan Abdullah Haq,0,Ho. no.447 St. # 54  Sihaal Faisalabad,18-Apr-80,7-Aug-99,A,C,A level
2167,Mujtaba Ahsan Awan,Sh. Abdul Rafay Awan,0,h# 762 S No.49  Lakhan Bhawalpur,20-May-79,11-Aug-99,A,C,A-Level
2168,Roshan Haqq,Syyed Ghazi Haqq,1,House #  76 Street No. 45 College road Jehlum,21-Jan-79,14-Aug-99,A,C,FSc
2169,Waqar Muamar,Muamar Ibrahim,0,H#  623 st. #  8 Malik abad Abdul Hakim,23-Oct-79,17-Aug-99,A,C,A-Level
2170,Abu Bakr Namani,Sikandar Namani,0,house #  937 st. #  3 Nai abadi D.G. Khan,23-Oct-79,20-Aug-99,A,C,FSc
2171,Munir Kiyyani,Sajid Mahtab Kiyyani,0,House No. 252 S#  99 Karki Multan,25-Jun-81,24-Aug-99,A,C,F.Sc.
2172,Mohammed Mustamsir Qureshi,Shazil Abdur Rasheed Qureshi,0,Ho. #  566 Street #  94 Koral LalaMusa,25-Mar-81,27-Aug-99,A,C,Fsc
2173,Noor Khanzada,Chodhary Latif Khanzada,1,house no. 113 Street #  57 Daniyaal town Sialkot,27-Mar-81,1-Aug-99,A,C,F.Sc.
2174,Abdul Mujeeb Babar,Babar Jibran,0,ho. # 428 s# 53  Haider road Bhawalpur,28-Dec-81,4-Aug-99,A,C,Fsc
2175,Raja Inayyat Khanzada,Mehmood Khanzada,0,Ho. No.742 St. no.48  Byaar Kharian,1-Aug-80,8-Aug-99,A,C,A level
2176,Huda Gul Niazi,Gul Niazi,1,H No.289 St. # 43  Doley shah Bahawalpur,1-Apr-80,11-Aug-99,A,C,HSSC
